1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
1.000000000000000000e+02,3.598425925925925917e+00,3.389589629629629286e+01,3.217438888888889181e+01,7.834234444444444989e+01,1.000000000000000000e+02,5.400374074074075281e+01,8.266361481481480666e+01,6.862179629629628153e+01,4.186589629629629883e+01,5.160458518518518645e+01,2.548440000000000083e+01,2.886891481481481136e+01,2.815752962962962869e+01,3.004593703703703511e+01,3.645431481481481484e+01,2.542201111111111089e+01,3.590804814814814705e+01,3.836929259259259339e+01,4.093579259259259118e+01
1.000000000000000000e+02,1.000000000000000000e+02,3.533196296296296168e+00,6.330474074074073698e+00,5.256559259259259598e+00,5.491070370370371378e+00,7.578755555555554579e+00,7.578037037037037571e+00,8.860533333333332706e+00,1.204169629629629590e+01,1.432833333333333314e+01,2.749841481481481509e+01,2.576272222222222297e+01,2.623860740740740738e+01,3.450546296296295878e+01,2.866530740740740058e+01,3.800875555555555252e+01,3.869474444444444572e+01,2.933015185185185203e+01,2.507866666666666688e+01
1.000000000000000000e+02,1.000000000000000000e+02,7.091270370370370557e+00,3.589022222222222336e+00,1.000000000000000000e+02,3.626112962962962882e+01,5.420800000000000729e+00,6.209181481481481413e+00,7.964329629629628649e+00,8.905014814814814272e+00,8.916344444444444406e+00,9.714062962962962899e+00,1.293119259259259302e+01,1.209527777777777580e+01,1.373374814814814648e+01,1.449701851851851586e+01,1.520271481481481501e+01,1.460665925925925812e+01,1.269654814814814969e+01,1.344860370370370362e+01
1.000000000000000000e+02,1.000000000000000000e+02,3.835833333333332984e+00,6.261611111111111683e+00,3.358188888888888446e+00,3.336174074074073737e+00,6.206670370370370726e+00,6.129574074074074730e+00,4.993951851851852197e+00,5.602274074074073518e+00,5.861851851851850981e+00,1.027254074074074275e+01,7.497362962962962563e+00,7.648407407407407099e+00,7.567729629629630139e+00,7.551088888888889628e+00,8.598514814814816276e+00,8.477588888888888619e+00,7.067611111111111732e+00,7.571203703703704768e+00
1.000000000000000000e+02,1.000000000000000000e+02,3.823233333333333039e+00,1.000000000000000000e+02,3.486385185185185254e+00,3.555540740740741334e+00,5.425151851851851781e+00,5.337255555555555198e+00,4.434925925925925938e+00,5.243544444444443897e+00,5.374755555555554842e+00,6.912925925925926585e+00,6.165751851851852372e+00,6.135388888888887671e+00,6.538566666666667082e+00,6.552203703703704640e+00,6.476151851851851937e+00,6.815214814814814837e+00,6.381144444444445618e+00,6.680633333333333645e+00
1.000000000000000000e+02,1.000000000000000000e+02,5.383559259259258489e+00,4.376392592592591946e+00,8.032188888888889267e+00,7.818429629629629396e+00,3.339040740740740976e+00,3.346262962962963439e+00,3.487999999999999989e+00,7.442007407407407626e+00,7.907848148148146628e+00,4.802785185185184602e+00,4.993470370370370226e+00,4.936311111111110428e+00,5.282322222222221697e+00,5.048744444444444923e+00,5.248755555555556285e+00,6.647396296296296470e+00,6.261377777777777709e+00,6.309822222222222443e+00
1.000000000000000000e+02,1.000000000000000000e+02,5.416977777777776559e+00,5.068985185185185038e+00,6.520525925925925392e+00,7.029388888888888687e+00,3.565440740740740466e+00,3.422214814814814154e+00,3.756803703703703867e+00,6.925855555555556542e+00,7.005900000000000460e+00,4.774225925925925651e+00,4.660403703703703826e+00,4.645462962962962905e+00,4.839559259259258894e+00,4.669140740740740370e+00,4.784762962962963329e+00,5.810748148148147330e+00,5.517977777777778314e+00,5.593603703703704078e+00
1.000000000000000000e+02,1.000000000000000000e+02,6.708962962962963239e+00,5.559792592592592619e+00,4.048644444444445156e+00,4.100355555555554865e+00,3.660692592592591943e+00,3.671744444444444255e+00,3.453651851851851529e+00,4.889107407407407457e+00,5.003640740740740611e+00,4.411214814814814922e+00,4.426237037037036970e+00,4.353944444444445061e+00,4.440185185185185013e+00,4.408762962962963883e+00,4.649044444444444757e+00,5.342292592592594147e+00,5.417374074074075452e+00,5.284570370370370362e+00
1.000000000000000000e+02,1.000000000000000000e+02,2.774982962962962674e+01,7.346925925925926748e+00,4.153570370370370135e+00,4.230281481481481087e+00,6.144285185185185405e+00,6.497392592592592386e+00,5.111014814814815566e+00,3.445470370370370627e+00,3.423296296296296060e+00,3.639292592592592523e+00,3.565425925925926443e+00,3.571944444444444144e+00,3.661566666666666414e+00,3.669037037037037319e+00,3.712229629629630434e+00,3.801033333333332820e+00,4.703566666666666229e+00,4.587107407407406967e+00
