3.813925925925925497e+00,3.753603703703703331e+00,3.720133333333333070e+00,3.706307407407407606e+00,3.712214814814815522e+00,3.696196296296296424e+00,3.685188888888889291e+00,3.539377777777777290e+00,3.510018518518518427e+00,3.530692592592592494e+00,3.516892592592592237e+00,3.481070370370369815e+00,3.457811111111110947e+00,3.466844444444444839e+00,3.435907407407407632e+00,3.374407407407407522e+00,3.435814814814814433e+00,3.468037037037036807e+00,3.439570370370370611e+00,3.300148148148147609e+00
3.947814814814815332e+00,3.764985185185184768e+00,3.708955555555556227e+00,3.651655555555555654e+00,3.643925925925926013e+00,3.618085185185185626e+00,3.539870370370370445e+00,3.412233333333333007e+00,3.476300000000000168e+00,3.493777777777777871e+00,3.510040740740740350e+00,3.534518518518518615e+00,3.483300000000000285e+00,3.355492592592592693e+00,3.436022222222222311e+00,3.350737037037037069e+00,3.424207407407407810e+00,3.334251851851852244e+00,3.257088888888889144e+00,3.384959259259259667e+00
3.919933333333333270e+00,3.739385185185185367e+00,3.639125925925926097e+00,3.491066666666666318e+00,3.547770370370370241e+00,3.419818518518518591e+00,3.488977777777777955e+00,3.350477777777777444e+00,3.372492592592592597e+00,3.387199999999999545e+00,3.368985185185184861e+00,3.322318518518518449e+00,3.257118518518518524e+00,3.353448148148148622e+00,3.306637037037037707e+00,3.209977777777778041e+00,3.191911111111110699e+00,3.222696296296295948e+00,3.149625925925926051e+00,3.123944444444444635e+00
3.910881481481482069e+00,3.583040740740741636e+00,3.581859259259259520e+00,3.446492592592592885e+00,3.536659259259259169e+00,3.463029629629629458e+00,3.438607407407407557e+00,3.309862962962962563e+00,3.415859259259260039e+00,3.387292592592592744e+00,3.357540740740740048e+00,3.382266666666666310e+00,3.223718518518518206e+00,3.242177777777778047e+00,3.320811111111110492e+00,3.206800000000000761e+00,3.240437037037037449e+00,3.281370370370370271e+00,3.209125925925925937e+00,3.194625925925925536e+00
4.018470370370370581e+00,3.654866666666666930e+00,3.620133333333333425e+00,3.512303703703703484e+00,3.458914814814814331e+00,3.511977777777778087e+00,3.536374074074073892e+00,3.373166666666666202e+00,3.461677777777778076e+00,3.433333333333333570e+00,3.333540740740740915e+00,3.398959259259259458e+00,3.372059259259259534e+00,3.374944444444444080e+00,3.385740740740740939e+00,3.283655555555556216e+00,3.273733333333333384e+00,3.216007407407407204e+00,3.275940740740740598e+00,3.247381481481481647e+00
3.904281481481481464e+00,3.777911111111110998e+00,3.604362962962962769e+00,3.575337037037036758e+00,3.580525925925925890e+00,3.467848148148148013e+00,3.501062962962962377e+00,3.410377777777777730e+00,3.395533333333333292e+00,3.322662962962963373e+00,3.363596296296296195e+00,3.363029629629629813e+00,3.332074074074073966e+00,3.330014814814814983e+00,3.325933333333333408e+00,3.235970370370369498e+00,3.283566666666666745e+00,3.209237037037037332e+00,3.167237037037037517e+00,3.205118518518518034e+00
4.016525925925925833e+00,3.786922222222222523e+00,3.680303703703703633e+00,3.638377777777778821e+00,3.522048148148148261e+00,3.529907407407407050e+00,3.431081481481481177e+00,3.384740740740740605e+00,3.356225925925926390e+00,3.263611111111111018e+00,3.252570370370369890e+00,3.268562962962963780e+00,3.228285185185185480e+00,3.180088888888889187e+00,3.223311111111111238e+00,3.099151851851851713e+00,3.052496296296296041e+00,3.065914814814814982e+00,3.126151851851852292e+00,3.053462962962963712e+00
3.974400000000000155e+00,3.666088888888888953e+00,3.531985185185185561e+00,3.427248148148148044e+00,3.432874074074073967e+00,3.405133333333333123e+00,3.304599999999999760e+00,3.258614814814814409e+00,3.278707407407407182e+00,3.231618518518518002e+00,3.182403703703704068e+00,3.193140740740741279e+00,3.192955555555555325e+00,3.193718518518518845e+00,3.144007407407408028e+00,3.164074074074073817e+00,3.161403703703703716e+00,3.120300000000000296e+00,3.151540740740740532e+00,3.092544444444444540e+00
3.889648148148147744e+00,3.661977777777777110e+00,3.587381481481481948e+00,3.440162962962962645e+00,3.417155555555555502e+00,3.332459259259259898e+00,3.326811111111110719e+00,3.270307407407407219e+00,3.234859259259259989e+00,3.200592592592592656e+00,3.232644444444444431e+00,3.160448148148148118e+00,3.138674074074073506e+00,3.131129629629630262e+00,3.088948148148148221e+00,3.063533333333333442e+00,3.113985185185184523e+00,3.083485185185185884e+00,3.069203703703703212e+00,3.016537037037037017e+00
3.986333333333333062e+00,3.959999999999999520e+00,3.750703703703702985e+00,3.588011111111110818e+00,3.685133333333333372e+00,3.532211111111111634e+00,3.512759259259259359e+00,3.357462962962963093e+00,3.341781481481481464e+00,3.401688888888888762e+00,3.388996296296296062e+00,3.439111111111111452e+00,3.291581481481481219e+00,3.322411111111111204e+00,3.249500000000000277e+00,3.338307407407407279e+00,3.245022222222222474e+00,3.197907407407407199e+00,3.305866666666666287e+00,3.217951851851851064e+00
4.120811111111111202e+00,3.830611111111110745e+00,3.712251851851851914e+00,3.613551851851851904e+00,3.485622222222222621e+00,3.444425925925926446e+00,3.399822222222222745e+00,3.240681481481481718e+00,3.174903703703703783e+00,3.218659259259259109e+00,3.253118518518518076e+00,3.220318518518518580e+00,3.159940740740740495e+00,3.104148148148147879e+00,3.087722222222223145e+00,3.087959259259259071e+00,3.066837037037037028e+00,3.067729629629630139e+00,3.079996296296296343e+00,3.061981481481481193e+00
4.303681481481480553e+00,4.052533333333332877e+00,3.972714814814815476e+00,3.756596296296296433e+00,3.667940740740740946e+00,3.606837037037037064e+00,3.433829629629629565e+00,3.414170370370369856e+00,3.378514814814814748e+00,3.650522222222222002e+00,3.314859259259259172e+00,3.284874074074073835e+00,3.271703703703703336e+00,3.310744444444444490e+00,3.277766666666666939e+00,3.209737037037036611e+00,3.260522222222222322e+00,3.260118518518518638e+00,3.161396296296296260e+00,3.191825925925926288e+00
